racecourse,age_cond,going,raceclass,distance,distance,wintime,count
50.0,3,5,4.0,5.0,5.0,58.535,2
50.0,3,5,4.0,6.0,6.0,69.78,1
50.0,3,5,4.0,7.36,7.36,91.64,1
50.0,3,5,4.0,8.0,8.0,100.995,2
50.0,3,5,4.0,10.0,10.0,131.97,1
50.0,3,5,4.0,12.0,12.0,158.27,3
50.0,3,5,5.0,5.0,5.0,57.93,1
50.0,3,5,5.0,6.0,6.0,70.47,4
50.0,3,5,5.0,7.36,7.36,93.06,1
50.0,3,5,5.0,10.0,10.0,134.15,1
50.0,3,5,5.0,12.0,12.0,162.67,1
50.0,3,5,5.0,14.0,14.0,198.58,1
50.0,3,5,5.0,16.0,16.0,209.86,1
50.0,3,5,6.0,5.0,5.0,58.8125,4
50.0,3,6,2.0,6.0,6.0,69.9,1
50.0,3,6,3.0,5.0,5.0,59.91,1
50.0,3,6,3.0,12.0,12.0,161.51,2
50.0,3,6,4.0,5.0,5.0,60.48,1
50.0,3,6,4.0,8.0,8.0,103.54,5
50.0,3,6,4.0,10.0,10.0,139.11,1
50.0,3,6,4.0,12.0,12.0,161.2125,4
50.0,3,6,5.0,5.0,5.0,59.535,2
50.0,3,6,5.0,6.0,6.0,72.985,2
50.0,3,6,5.0,10.0,10.0,135.965,2
50.0,3,6,5.0,12.0,12.0,168.06,1
50.0,3,6,6.0,5.0,5.0,61.485,4
50.0,3,6,6.0,6.0,6.0,72.1,1
50.0,3,6,6.0,7.36,7.36,96.16,1
50.0,3,6,6.0,8.0,8.0,104.19,4
50.0,3,6,6.0,12.0,12.0,162.2,2
50.0,3,8,2.0,6.0,6.0,71.79,1
50.0,3,8,3.0,12.0,12.0,163.62,3
50.0,3,8,3.0,14.0,14.0,197.16,1
50.0,3,8,4.0,6.0,6.0,75.46,1
50.0,3,8,4.0,8.0,8.0,107.68,2
50.0,3,8,4.0,10.0,10.0,137.93,1
50.0,3,8,4.0,12.0,12.0,164.18,2
50.0,3,8,4.0,14.0,14.0,188.66,1
50.0,3,8,5.0,5.0,5.0,60.545,2
50.0,3,8,5.0,6.0,6.0,73.64,2
50.0,3,8,5.0,10.0,10.0,138.685,2
50.0,3,8,5.0,12.0,12.0,162.476666667,3
50.0,3,8,6.0,5.0,5.0,61.8466666667,3
50.0,3,8,6.0,6.0,6.0,75.465,2
50.0,3,8,6.0,8.0,8.0,106.78,4
50.0,3,8,6.0,12.0,12.0,166.23,1
50.0,3,9,3.0,6.0,6.0,77.8,1
50.0,3,9,4.0,5.0,5.0,62.88,1
50.0,3,9,4.0,6.0,6.0,73.81,1
50.0,3,9,4.0,8.0,8.0,114.88,1
50.0,3,9,5.0,7.36,7.36,103.42,1
50.0,3,9,5.0,10.0,10.0,146.195,2
50.0,3,9,6.0,5.0,5.0,64.04,1
50.0,3,9,6.0,8.0,8.0,115.215,2
50.0,3,9,6.0,10.0,10.0,145.2,1
50.0,3,9,6.0,12.0,12.0,175.77,2
50.0,4,3,2.0,10.0,10.0,126.51,1
50.0,4,3,3.0,14.0,14.0,178.61,1
50.0,4,3,4.0,8.0,8.0,98.26,2
50.0,4,3,4.0,10.0,10.0,124.85,1
50.0,4,3,4.0,14.0,14.0,188.62,1
50.0,4,3,4.0,16.0,16.0,211.876666667,3
50.0,4,3,5.0,6.0,6.0,67.8,1
50.0,4,3,5.0,12.0,12.0,156.71,1
50.0,4,3,5.0,14.0,14.0,183.77,1
50.0,4,3,6.0,12.0,12.0,155.116666667,3
50.0,4,3,6.0,14.0,14.0,180.93,1
50.0,4,3,6.0,16.0,16.0,214.775,2
50.0,4,5,4.0,16.0,16.0,212.535,2
50.0,4,5,5.0,12.0,12.0,157.065,2
50.0,4,5,5.0,14.0,14.0,189.74,1
50.0,4,6,2.0,16.0,16.0,220.54,1
50.0,4,6,4.0,8.0,8.0,101.39,1
50.0,4,6,4.0,10.0,10.0,131.7,1
50.0,4,6,5.0,6.0,6.0,70.235,2
50.0,4,6,5.0,7.36,7.36,94.02,1
50.0,4,6,5.0,8.0,8.0,105.08,1
50.0,4,6,5.0,16.0,16.0,220.12,1
50.0,4,6,6.0,14.0,14.0,193.87,1
50.0,4,8,4.0,16.0,16.0,217.75,1
50.0,4,8,5.0,12.0,12.0,159.9,1
50.0,4,8,6.0,14.0,14.0,193.79,1
50.0,4,9,4.0,14.0,14.0,211.15,1
51.0,1,2,3.0,5.0,5.0,58.1933333333,3
51.0,1,2,3.0,7.0,7.0,84.8,1
51.0,1,2,4.0,5.0,5.0,58.9855555556,9
51.0,1,2,4.0,6.0,6.0,70.81,1
51.0,1,2,4.0,7.0,7.0,86.32,1
51.0,1,2,5.0,5.0,5.0,60.128,5
51.0,1,2,5.0,6.0,6.0,72.456,5
51.0,1,2,5.0,7.0,7.0,86.56,1
51.0,1,2,6.0,6.0,6.0,73.5,1
51.0,1,2,6.0,7.0,7.0,86.62,1
51.0,1,3,2.0,8.0,8.0,97.97,1
51.0,1,3,3.0,5.0,5.0,58.3316666667,6
51.0,1,3,3.0,7.0,7.0,86.0075,4
51.0,1,3,4.0,5.0,5.0,59.0788888889,18
51.0,1,3,4.0,6.0,6.0,71.7809090909,11
51.0,1,3,4.0,7.0,7.0,87.0414285714,7
51.0,1,3,4.0,8.0,8.0,100.788,5
51.0,1,3,5.0,5.0,5.0,59.5561538462,13
51.0,1,3,5.0,6.0,6.0,72.7593333333,15
51.0,1,3,5.0,7.0,7.0,87.4191666667,24
51.0,1,3,6.0,6.0,6.0,72.12,1
51.0,1,3,6.0,7.0,7.0,87.716,5
51.0,1,5,3.0,5.0,5.0,58.9533333333,3
51.0,1,5,3.0,6.0,6.0,72.0166666667,3
51.0,1,5,3.0,7.0,7.0,85.88,1
51.0,1,5,4.0,5.0,5.0,60.1,22
51.0,1,5,4.0,6.0,6.0,73.1844444444,9
51.0,1,5,4.0,7.0,7.0,88.0242857143,7
51.0,1,5,4.0,8.0,8.0,100.41,5
51.0,1,5,5.0,5.0,5.0,60.7325,12
51.0,1,5,5.0,6.0,6.0,74.1266666667,9
51.0,1,5,5.0,7.0,7.0,88.365,18
51.0,1,5,6.0,6.0,6.0,73.966,5
51.0,1,5,6.0,7.0,7.0,88.25,3
51.0,1,6,3.0,5.0,5.0,61.33,2
51.0,1,6,3.0,8.0,8.0,103.8,1
51.0,1,6,4.0,5.0,5.0,61.055,12
51.0,1,6,4.0,6.0,6.0,74.458,5
51.0,1,6,4.0,7.0,7.0,89.2828571429,7
51.0,1,6,4.0,8.0,8.0,102.396666667,3
51.0,1,6,5.0,5.0,5.0,62.0266666667,9
51.0,1,6,5.0,6.0,6.0,74.9516666667,6
51.0,1,6,5.0,7.0,7.0,90.2377777778,9
51.0,1,6,6.0,6.0,6.0,74.74,2
51.0,1,6,6.0,7.0,7.0,92.37,1
51.0,1,8,3.0,5.0,5.0,61.47,1
51.0,1,8,3.0,8.0,8.0,104.365,2
51.0,1,8,4.0,5.0,5.0,63.45625,8
51.0,1,8,4.0,6.0,6.0,74.175,4
51.0,1,8,4.0,7.0,7.0,91.1466666667,6
51.0,1,8,4.0,8.0,8.0,105.7125,4
51.0,1,8,5.0,5.0,5.0,63.895,4
51.0,1,8,5.0,6.0,6.0,76.2,2
51.0,1,8,5.0,7.0,7.0,91.9633333333,3
51.0,1,9,4.0,5.0,5.0,62.42,1
51.0,1,9,4.0,8.0,8.0,107.75,1
51.0,2,2,1.0,8.0,8.0,96.86,2
51.0,2,2,3.0,5.0,5.0,58.6733333333,3
51.0,2,2,4.0,5.0,5.0,59.47,1
51.0,2,2,4.0,7.0,7.0,85.28625,8
51.0,2,2,4.0,12.0,12.0,154.204,5
51.0,2,2,5.0,5.0,5.0,58.54,1
51.0,2,2,5.0,6.0,6.0,71.8611111111,9
51.0,2,2,5.0,7.0,7.0,86.1433333333,3
51.0,2,2,5.0,8.0,8.0,98.62,2
51.0,2,2,5.0,12.0,12.0,153.65,2
51.0,2,2,6.0,8.0,8.0,98.845,2
51.0,2,3,2.0,8.0,8.0,97.44,1
51.0,2,3,3.0,5.0,5.0,58.165,2
51.0,2,3,3.0,8.0,8.0,98.05,1
51.0,2,3,4.0,5.0,5.0,58.025,6
51.0,2,3,4.0,7.0,7.0,86.243,10
51.0,2,3,4.0,8.0,8.0,99.1414285714,7
51.0,2,3,4.0,12.0,12.0,154.888888889,9
51.0,2,3,5.0,5.0,5.0,58.9466666667,3
51.0,2,3,5.0,6.0,6.0,70.966,5
51.0,2,3,5.0,7.0,7.0,85.648,5
51.0,2,3,5.0,8.0,8.0,100.428888889,9
51.0,2,3,5.0,12.0,12.0,155.631428571,7
51.0,2,3,6.0,5.0,5.0,59.93,1
51.0,2,3,6.0,6.0,6.0,70.93,1
51.0,2,3,6.0,7.0,7.0,88.76,1
51.0,2,3,6.0,8.0,8.0,99.623,10
51.0,2,5,2.0,5.0,5.0,60.5,1
51.0,2,5,2.0,8.0,8.0,102.48,2
51.0,2,5,3.0,5.0,5.0,59.6428571429,7
51.0,2,5,3.0,7.0,7.0,87.56,1
51.0,2,5,3.0,8.0,8.0,99.04,3
51.0,2,5,4.0,5.0,5.0,59.2925,4
51.0,2,5,4.0,6.0,6.0,71.8,2
51.0,2,5,4.0,7.0,7.0,87.8986666667,15
51.0,2,5,4.0,8.0,8.0,100.488571429,7
51.0,2,5,4.0,12.0,12.0,158.621666667,6
51.0,2,5,5.0,5.0,5.0,60.2175,4
51.0,2,5,5.0,6.0,6.0,73.16,12
51.0,2,5,5.0,7.0,7.0,87.35,3
51.0,2,5,5.0,8.0,8.0,100.481818182,11
51.0,2,5,5.0,12.0,12.0,157.1325,4
51.0,2,5,6.0,5.0,5.0,58.68,1
51.0,2,5,6.0,6.0,6.0,72.51,2
51.0,2,5,6.0,7.0,7.0,87.68,3
51.0,2,5,6.0,8.0,8.0,102.585,4
51.0,2,6,2.0,8.0,8.0,100.12,1
51.0,2,6,3.0,5.0,5.0,61.11,2
51.0,2,6,3.0,8.0,8.0,100.325,2
51.0,2,6,4.0,5.0,5.0,58.994,5
51.0,2,6,4.0,7.0,7.0,89.2,4
51.0,2,6,4.0,8.0,8.0,102.4425,4
51.0,2,6,4.0,12.0,12.0,159.51,2
51.0,2,6,5.0,5.0,5.0,61.325,2
51.0,2,6,5.0,6.0,6.0,75.185,6
51.0,2,6,5.0,7.0,7.0,88.4033333333,3
51.0,2,6,5.0,8.0,8.0,102.368333333,6
51.0,2,6,5.0,12.0,12.0,160.648,5
51.0,2,6,6.0,5.0,5.0,58.82,1
51.0,2,6,6.0,8.0,8.0,103.028333333,6
51.0,2,8,1.0,8.0,8.0,102.82,1
51.0,2,8,2.0,5.0,5.0,62.31,1
51.0,2,8,3.0,5.0,5.0,62.5366666667,3
51.0,2,8,3.0,8.0,8.0,102.256666667,3
51.0,2,8,4.0,5.0,5.0,60.648,5
51.0,2,8,4.0,6.0,6.0,74.27,1
51.0,2,8,4.0,7.0,7.0,92.57,1
51.0,2,8,4.0,8.0,8.0,105.69,3
51.0,2,8,4.0,12.0,12.0,167.21,2
51.0,2,8,5.0,5.0,5.0,64.43,1
51.0,2,8,5.0,6.0,6.0,76.92,9
51.0,2,8,5.0,7.0,7.0,92.085,2
51.0,2,8,5.0,8.0,8.0,105.445,6
51.0,2,8,5.0,12.0,12.0,162.78,1
51.0,2,8,6.0,8.0,8.0,106.613333333,3
51.0,2,9,3.0,5.0,5.0,62.83,1
51.0,2,9,4.0,6.0,6.0,77.14,1
51.0,2,9,5.0,6.0,6.0,77.02,1
51.0,2,9,6.0,8.0,8.0,107.38,1
51.0,3,2,2.0,8.0,8.0,96.56,2
51.0,3,2,3.0,5.0,5.0,57.47,1
51.0,3,2,3.0,6.0,6.0,70.57,2
51.0,3,2,3.0,7.0,7.0,84.3,1
51.0,3,2,3.0,8.0,8.0,97.756,5
51.0,3,2,3.0,12.0,12.0,149.95,1
51.0,3,2,4.0,5.0,5.0,57.7116666667,6
51.0,3,2,4.0,6.0,6.0,71.945,2
51.0,3,2,4.0,7.0,7.0,85.3666666667,3
51.0,3,2,4.0,8.0,8.0,96.9933333333,3
51.0,3,2,4.0,12.0,12.0,154.906,5
51.0,3,2,5.0,5.0,5.0,58.5066666667,3
51.0,3,2,5.0,6.0,6.0,71.12,3
51.0,3,2,5.0,7.0,7.0,84.996,10
51.0,3,2,5.0,8.0,8.0,97.93,2
51.0,3,2,5.0,12.0,12.0,154.4225,4
51.0,3,2,6.0,6.0,6.0,72.01,2
51.0,3,2,6.0,8.0,8.0,97.86,2
51.0,3,3,2.0,8.0,8.0,98.14,1
51.0,3,3,2.0,12.0,12.0,153.61,1
51.0,3,3,3.0,6.0,6.0,70.2175,4
51.0,3,3,3.0,7.0,7.0,86.1,2
51.0,3,3,3.0,8.0,8.0,99.4988235294,17
51.0,3,3,3.0,12.0,12.0,155.478,5
51.0,3,3,4.0,5.0,5.0,58.4866666667,6
51.0,3,3,4.0,6.0,6.0,70.9621052632,19
51.0,3,3,4.0,7.0,7.0,86.299,10
51.0,3,3,4.0,8.0,8.0,99.061875,16
51.0,3,3,4.0,12.0,12.0,154.725714286,7
51.0,3,3,4.0,16.0,16.0,207.6,4
51.0,3,3,5.0,5.0,5.0,58.798,10
51.0,3,3,5.0,6.0,6.0,72.085,18
51.0,3,3,5.0,7.0,7.0,86.086,25
51.0,3,3,5.0,8.0,8.0,98.9941666667,12
51.0,3,3,5.0,12.0,12.0,156.535,8
51.0,3,3,6.0,5.0,5.0,58.6414285714,7
51.0,3,3,6.0,6.0,6.0,71.9155555556,9
51.0,3,3,6.0,7.0,7.0,87.33,4
51.0,3,3,6.0,8.0,8.0,99.828,10
51.0,3,3,6.0,16.0,16.0,212.05,2
51.0,3,5,3.0,6.0,6.0,73.57,2
51.0,3,5,3.0,7.0,7.0,87.122,5
51.0,3,5,3.0,8.0,8.0,99.4646666667,15
51.0,3,5,3.0,12.0,12.0,153.896666667,3
51.0,3,5,4.0,5.0,5.0,60.09,8
51.0,3,5,4.0,6.0,6.0,71.737,10
51.0,3,5,4.0,7.0,7.0,87.2657142857,7
51.0,3,5,4.0,8.0,8.0,100.075,6
51.0,3,5,4.0,12.0,12.0,156.458181818,11
51.0,3,5,4.0,16.0,16.0,209.743333333,3
51.0,3,5,5.0,5.0,5.0,59.603,10
51.0,3,5,5.0,6.0,6.0,72.3508333333,12
51.0,3,5,5.0,7.0,7.0,87.34,25
51.0,3,5,5.0,8.0,8.0,101.473076923,13
51.0,3,5,5.0,12.0,12.0,158.622857143,7
51.0,3,5,6.0,5.0,5.0,59.5433333333,6
51.0,3,5,6.0,6.0,6.0,73.0733333333,6
51.0,3,5,6.0,8.0,8.0,101.2,5
51.0,3,5,6.0,12.0,12.0,155.46,1
51.0,3,5,6.0,16.0,16.0,211.36,2
51.0,3,6,3.0,6.0,6.0,71.12,1
51.0,3,6,3.0,7.0,7.0,90.06,1
51.0,3,6,3.0,8.0,8.0,102.401666667,6
51.0,3,6,3.0,12.0,12.0,157.465,2
51.0,3,6,4.0,5.0,5.0,61.0533333333,6
51.0,3,6,4.0,6.0,6.0,73.4642857143,7
51.0,3,6,4.0,7.0,7.0,87.975,6
51.0,3,6,4.0,8.0,8.0,102.021,10
51.0,3,6,4.0,12.0,12.0,161.0025,4
51.0,3,6,4.0,16.0,16.0,216.253333333,3
51.0,3,6,5.0,5.0,5.0,59.9375,4
51.0,3,6,5.0,6.0,6.0,73.9453846154,13
51.0,3,6,5.0,7.0,7.0,88.5430769231,13
51.0,3,6,5.0,8.0,8.0,103.52,6
51.0,3,6,5.0,12.0,12.0,160.285,6
51.0,3,6,6.0,5.0,5.0,60.2,1
51.0,3,6,6.0,6.0,6.0,74.49,5
51.0,3,6,6.0,7.0,7.0,89.7675,4
51.0,3,6,6.0,8.0,8.0,102.3775,4
51.0,3,6,6.0,12.0,12.0,159.17,1
51.0,3,6,6.0,16.0,16.0,215.27,1
51.0,3,8,2.0,8.0,8.0,107.32,1
51.0,3,8,3.0,5.0,5.0,61.74,1
51.0,3,8,3.0,6.0,6.0,76.4175,4
51.0,3,8,3.0,8.0,8.0,102.66,1
51.0,3,8,4.0,5.0,5.0,62.405,6
51.0,3,8,4.0,7.0,7.0,90.732,5
51.0,3,8,4.0,8.0,8.0,103.63,3
51.0,3,8,4.0,12.0,12.0,162.1175,4
51.0,3,8,4.0,16.0,16.0,217.76,1
51.0,3,8,5.0,5.0,5.0,62.1,1
51.0,3,8,5.0,6.0,6.0,76.255,2
51.0,3,8,5.0,7.0,7.0,91.5275,4
51.0,3,8,5.0,8.0,8.0,105.641666667,6
51.0,3,8,5.0,12.0,12.0,167.2625,8
51.0,3,8,6.0,6.0,6.0,75.5625,4
51.0,3,8,6.0,7.0,7.0,92.145,2
51.0,3,8,6.0,8.0,8.0,105.0625,4
51.0,3,8,6.0,12.0,12.0,162.65,1
51.0,3,9,4.0,7.0,7.0,93.02,1
51.0,3,9,4.0,8.0,8.0,108.63,1
51.0,3,9,4.0,16.0,16.0,221.68,1
51.0,3,9,5.0,5.0,5.0,64.17,1
51.0,3,9,5.0,6.0,6.0,78.98,1
51.0,3,9,5.0,12.0,12.0,165.06,2
51.0,3,9,6.0,6.0,6.0,76.65,2
51.0,4,2,3.0,6.0,6.0,70.45,2
51.0,4,2,3.0,7.0,7.0,83.45,2
51.0,4,2,3.0,16.0,16.0,207.13,1
51.0,4,2,4.0,5.0,5.0,58.64,3
51.0,4,2,4.0,7.0,7.0,84.52,1
51.0,4,2,5.0,6.0,6.0,72.56,1
51.0,4,2,5.0,7.0,7.0,84.71,2
51.0,4,2,5.0,8.0,8.0,97.645,4
51.0,4,2,5.0,12.0,12.0,153.89,2
51.0,4,3,2.0,5.0,5.0,57.7066666667,3
51.0,4,3,2.0,8.0,8.0,97.57,3
51.0,4,3,3.0,6.0,6.0,70.8,5
51.0,4,3,3.0,12.0,12.0,155.083333333,3
51.0,4,3,3.0,16.0,16.0,209.315,2
51.0,4,3,4.0,5.0,5.0,57.9933333333,6
51.0,4,3,4.0,6.0,6.0,70.54,1
51.0,4,3,4.0,7.0,7.0,85.4433333333,3
51.0,4,3,4.0,8.0,8.0,98.47,2
51.0,4,3,4.0,12.0,12.0,154.952,5
51.0,4,3,4.0,16.0,16.0,210.16,1
51.0,4,3,5.0,6.0,6.0,70.675,2
51.0,4,3,5.0,8.0,8.0,97.9425,4
51.0,4,3,5.0,16.0,16.0,209.902857143,7
51.0,4,3,6.0,7.0,7.0,85.88,2
51.0,4,3,6.0,16.0,16.0,213.965,6
51.0,4,5,2.0,5.0,5.0,59.26,1
51.0,4,5,2.0,6.0,6.0,71.465,2
51.0,4,5,2.0,8.0,8.0,100.345,2
51.0,4,5,2.0,12.0,12.0,157.205,2
51.0,4,5,3.0,6.0,6.0,72.5366666667,3
51.0,4,5,3.0,7.0,7.0,85.43,6
51.0,4,5,3.0,12.0,12.0,156.35,2
51.0,4,5,4.0,5.0,5.0,59.335,6
51.0,4,5,4.0,7.0,7.0,88.1075,4
51.0,4,5,4.0,8.0,8.0,99.43,3
51.0,4,5,4.0,12.0,12.0,156.596,5
51.0,4,5,4.0,16.0,16.0,214.16,1
51.0,4,5,5.0,6.0,6.0,72.407,10
51.0,4,5,5.0,7.0,7.0,87.27,6
51.0,4,5,5.0,8.0,8.0,100.127777778,9
51.0,4,5,5.0,12.0,12.0,158.5275,4
51.0,4,5,5.0,16.0,16.0,211.57,6
51.0,4,5,6.0,5.0,5.0,60.67,1
51.0,4,5,6.0,6.0,6.0,73.09,1
51.0,4,5,6.0,7.0,7.0,88.932,5
51.0,4,5,6.0,12.0,12.0,158.28,2
51.0,4,5,6.0,16.0,16.0,213.24,3
51.0,4,6,2.0,5.0,5.0,59.4033333333,3
51.0,4,6,2.0,8.0,8.0,101.675,2
51.0,4,6,3.0,6.0,6.0,73.242,5
51.0,4,6,3.0,7.0,7.0,88.83,1
51.0,4,6,3.0,16.0,16.0,220.0,1
51.0,4,6,4.0,5.0,5.0,60.035,8
51.0,4,6,4.0,6.0,6.0,73.105,2
51.0,4,6,4.0,7.0,7.0,89.0625,4
51.0,4,6,4.0,8.0,8.0,101.19,1
51.0,4,6,4.0,12.0,12.0,158.453333333,3
51.0,4,6,4.0,16.0,16.0,219.2675,4
51.0,4,6,5.0,6.0,6.0,73.8166666667,3
51.0,4,6,5.0,8.0,8.0,101.673333333,3
51.0,4,6,5.0,12.0,12.0,162.36,2
51.0,4,6,5.0,16.0,16.0,218.86,2
51.0,4,6,6.0,7.0,7.0,89.55,1
51.0,4,6,6.0,12.0,12.0,161.895,2
51.0,4,6,6.0,16.0,16.0,216.84,3
51.0,4,8,2.0,5.0,5.0,62.72,1
51.0,4,8,2.0,8.0,8.0,102.52,1
51.0,4,8,2.0,12.0,12.0,160.11,1
51.0,4,8,3.0,6.0,6.0,77.37,1
51.0,4,8,3.0,7.0,7.0,88.905,2
51.0,4,8,3.0,8.0,8.0,106.495,2
51.0,4,8,4.0,5.0,5.0,62.175,4
51.0,4,8,4.0,6.0,6.0,73.49,2
51.0,4,8,4.0,7.0,7.0,90.95,1
51.0,4,8,4.0,8.0,8.0,105.15,1
51.0,4,8,4.0,12.0,12.0,163.89,2
51.0,4,8,4.0,16.0,16.0,219.04,1
51.0,4,8,5.0,6.0,6.0,74.658,5
51.0,4,8,5.0,7.0,7.0,90.925,2
51.0,4,8,5.0,8.0,8.0,104.2275,4
51.0,4,8,5.0,16.0,16.0,221.74,1
51.0,4,8,6.0,7.0,7.0,91.83,2
51.0,4,8,6.0,16.0,16.0,224.56,3
51.0,4,9,2.0,5.0,5.0,60.79,1
51.0,4,9,3.0,6.0,6.0,74.24,1
51.0,4,9,3.0,7.0,7.0,91.985,2
51.0,4,9,4.0,5.0,5.0,61.15,1
51.0,4,9,4.0,8.0,8.0,104.77,1
51.0,4,9,5.0,6.0,6.0,77.975,2
51.0,4,9,5.0,7.0,7.0,92.21,1
51.0,4,9,5.0,8.0,8.0,108.31,1
51.0,4,9,5.0,12.0,12.0,167.81,1
54.0,1,2,4.0,5.0,5.0,61.64,1
54.0,1,2,4.0,7.12,7.12,82.9,1
54.0,1,2,5.0,5.0,5.0,59.39,3
54.0,1,2,5.0,5.5,5.5,68.56,1
54.0,1,2,5.0,7.12,7.12,84.4275,4
54.0,1,3,2.0,6.1,6.1,70.65,1
54.0,1,3,2.0,7.12,7.12,83.7666666667,3
54.0,1,3,3.0,6.0,6.0,71.73,1
54.0,1,3,3.0,6.1,6.1,73.02,1
54.0,1,3,3.0,7.12,7.12,85.885,2
54.0,1,3,4.0,5.0,5.0,59.7336363636,11
54.0,1,3,4.0,6.1,6.1,71.125,2
54.0,1,3,4.0,7.12,7.12,85.7986666667,15
54.0,1,3,5.0,5.0,5.0,59.9128571429,21
54.0,1,3,5.0,5.5,5.5,66.195,8
54.0,1,3,5.0,6.0,6.0,72.1475,4
54.0,1,3,5.0,6.1,6.1,72.9318181818,11
54.0,1,3,5.0,6.76,6.76,83.45,2
54.0,1,3,5.0,7.12,7.12,85.1655555556,36
54.0,1,3,6.0,5.0,5.0,61.6733333333,3
54.0,1,3,6.0,5.5,5.5,66.59,1
54.0,1,3,6.0,6.1,6.1,72.79,1
54.0,1,3,6.0,7.12,7.12,84.805,2
54.0,1,5,3.0,7.12,7.12,85.57,1
54.0,1,5,4.0,5.0,5.0,62.15,2
54.0,1,5,4.0,6.0,6.0,71.38,1
54.0,1,5,4.0,7.12,7.12,83.94,1
54.0,1,5,5.0,5.0,5.0,61.0946153846,13
54.0,1,5,5.0,5.5,5.5,66.84875,8
54.0,1,5,5.0,6.0,6.0,72.92,3
54.0,1,5,5.0,6.1,6.1,74.055,2
54.0,1,5,5.0,7.12,7.12,85.334,25
54.0,1,5,6.0,5.0,5.0,60.28,1
54.0,1,5,6.0,7.12,7.12,88.69,1
54.0,1,5,7.0,5.0,5.0,62.16,1
54.0,1,5,7.0,6.1,6.1,71.96,1
54.0,1,6,3.0,7.12,7.12,86.56,2
54.0,1,6,5.0,5.0,5.0,62.2781818182,11
54.0,1,6,5.0,5.5,5.5,68.196,5
54.0,1,6,5.0,6.0,6.0,72.24,1
54.0,1,6,5.0,6.1,6.1,75.49,1
54.0,1,6,5.0,7.12,7.12,87.0333333333,18
54.0,1,6,6.0,5.0,5.0,64.49,3
54.0,1,6,6.0,7.12,7.12,88.59,1
54.0,1,6,6.0,8.1,8.1,104.85,1
54.0,1,8,3.0,6.0,6.0,73.2,1
54.0,1,8,4.0,5.0,5.0,65.128,5
54.0,1,8,4.0,7.12,7.12,89.025,2
54.0,1,8,5.0,5.0,5.0,64.24875,8
54.0,1,8,5.0,5.5,5.5,68.99,2
54.0,1,8,5.0,6.0,6.0,74.41,1
54.0,1,8,5.0,7.12,7.12,88.445,12
54.0,1,8,6.0,5.0,5.0,65.3675,4
54.0,1,9,3.0,6.0,6.0,76.08,1
54.0,1,9,4.0,5.0,5.0,66.62,1
54.0,1,9,5.0,5.0,5.0,62.965,2
54.0,1,9,5.0,6.0,6.0,77.32,1
54.0,2,2,1.0,7.12,7.12,81.26,1
54.0,2,2,4.0,6.1,6.1,71.415,2
54.0,2,2,4.0,8.1,8.1,98.078,5
54.0,2,2,4.0,10.85,10.85,139.9,1
54.0,2,2,5.0,7.12,7.12,83.765,2
54.0,2,2,5.0,8.1,8.1,98.65,1
54.0,2,2,5.0,10.85,10.85,137.98,1
54.0,2,2,6.0,6.0,6.0,73.61,1
54.0,2,2,6.0,6.1,6.1,70.99,1
54.0,2,2,6.0,7.12,7.12,83.88,1
54.0,2,2,6.0,8.1,8.1,99.57,1
54.0,2,2,6.0,10.85,10.85,139.293333333,3
54.0,2,3,1.0,7.12,7.12,82.6014285714,7
54.0,2,3,2.0,8.1,8.1,97.75,1
54.0,2,3,3.0,12.61,12.61,161.75,2
54.0,2,3,4.0,5.0,5.0,59.42,1
54.0,2,3,4.0,6.0,6.0,71.445,4
54.0,2,3,4.0,6.1,6.1,71.9,2
54.0,2,3,4.0,7.12,7.12,84.2,7
54.0,2,3,4.0,8.1,8.1,100.3075,4
54.0,2,3,4.0,10.85,10.85,138.945714286,7
54.0,2,3,4.0,12.61,12.61,167.08,1
54.0,2,3,5.0,5.0,5.0,59.5025,4
54.0,2,3,5.0,5.5,5.5,64.77,2
54.0,2,3,5.0,6.1,6.1,70.195,2
54.0,2,3,5.0,7.12,7.12,84.1742857143,14
54.0,2,3,5.0,8.1,8.1,100.318,5
54.0,2,3,5.0,10.85,10.85,139.307777778,9
54.0,2,3,5.0,12.61,12.61,164.686666667,3
54.0,2,3,5.0,14.97,14.97,200.37,2
54.0,2,3,6.0,5.0,5.0,61.16,2
54.0,2,3,6.0,6.0,6.0,71.352,5
54.0,2,3,6.0,6.1,6.1,71.338,5
54.0,2,3,6.0,6.76,6.76,82.87,1
54.0,2,3,6.0,7.12,7.12,84.82,3
54.0,2,3,6.0,8.1,8.1,99.7258333333,12
54.0,2,3,6.0,10.5,10.5,137.15,1
54.0,2,3,6.0,10.85,10.85,141.648333333,6
54.0,2,5,1.0,7.12,7.12,82.38,1
54.0,2,5,4.0,5.0,5.0,59.36,1
54.0,2,5,4.0,6.0,6.0,72.21,2
54.0,2,5,4.0,7.12,7.12,84.57,6
54.0,2,5,4.0,8.1,8.1,100.29,2
54.0,2,5,4.0,14.97,14.97,196.62,1
54.0,2,5,5.0,7.12,7.12,84.81875,8
54.0,2,5,5.0,8.1,8.1,100.923333333,3
54.0,2,5,5.0,10.85,10.85,141.2025,4
54.0,2,5,5.0,12.61,12.61,165.196666667,3
54.0,2,5,5.0,14.97,14.97,208.28,1
54.0,2,5,6.0,5.0,5.0,60.86,1
54.0,2,5,6.0,6.0,6.0,73.11,3
54.0,2,5,6.0,8.09,8.09,102.69,2
