,racecourse,disttext,raceclass,count
4201,58,1m 141yds,6,425
4299,58,7f 32yds,6,350
4279,58,5f 216yds,6,316
4208,58,1m1f 103yds,6,301
2200,30,1m2f,6,297
4298,58,7f 32yds,5,289
2318,30,6f,6,283
4200,58,1m 141yds,5,273
4228,58,1m4f 50yds,6,272
2337,30,7f,6,262
3459,47,1m,6,251
4272,58,5f 20yds,6,242
1933,27,1m,6,236
3577,47,6f,6,236
4278,58,5f 216yds,5,231
4207,58,1m1f 103yds,5,229
2175,30,1m,5,228
2199,30,1m2f,5,221
4227,58,1m4f 50yds,5,208
3590,47,7f,6,202
2317,30,6f,5,197
2336,30,7f,5,195
2176,30,1m,6,190
2036,27,6f,6,189
2046,27,7f,6,168
3487,47,1m4f,6,163
1838,25,2m 110yds,4,161
1932,27,1m,5,161
3458,47,1m,5,159
4092,56,2m,4,157
2045,27,7f,5,154
3429,46,2m4f,4,153
1382,19,2m2f 110yds,4,151
3576,47,6f,5,150
1968,27,1m4f,6,148
3830,53,2m,4,147
2224,30,1m4f,5,146
3831,53,2m,5,144
3843,53,2m4f 110yds,4,141
4271,58,5f 20yds,5,141
4234,58,1m5f 194yds,6,140
3564,47,5f,6,139
3791,52,2m,4,139
2300,30,5f,5,130
2044,27,7f,4,129
2035,27,6f,5,128
3589,47,7f,5,127
247,3,2m1f,4,126
1982,27,2m,4,125
3418,46,2m1f,4,125
1931,27,1m,4,123
2225,30,1m4f,6,122
3464,47,1m,F,120
3867,53,3m,4,118
3486,47,1m4f,5,115
3508,47,2m,4,112
4318,59,2m4f,4,112
4303,59,2m,5,111
2996,39,2m4f 110yds,4,110
3039,40,2m5f,4,110
2301,30,5f,6,109
4110,56,2m6f,4,109
1949,27,1m2f,6,106
1808,24,2m 110yds,4,104
2402,32,2m,4,104
4152,57,1m 67yds,5,104
1393,19,2m4f,4,102
3018,40,2m,5,100
3059,41,1m2f 6yds,5,100
3600,48,2m 110yds,4,100
2034,27,6f,4,99
2335,30,7f,4,98
2987,39,2m 110yds,4,98
2864,37,2m1f,4,97
474,6,7f 214yds,6,96
3473,47,1m3f,5,95
3652,49,2m1f,4,94
3563,47,5f,5,93
4199,58,1m 141yds,4,93
4206,58,1m1f 103yds,4,93
3421,46,2m1f,E,92
1817,24,2m4f 110yds,4,91
4248,58,2m 119yds,6,91
1850,25,2m4f 110yds,4,90
4302,59,2m,4,90
2174,30,1m,4,88
3017,40,2m,4,88
4233,58,1m5f 194yds,5,88
3474,47,1m3f,6,87
400,5,5f,5,86
907,13,2m1f,4,86
924,13,2m3f,4,86
1907,26,2m6f 110yds,4,85
1948,27,1m2f,5,85
2316,30,6f,4,85
1880,26,2m 110yds,4,84
3666,49,2m3f 110yds,4,84
4297,58,7f 32yds,4,84
1394,19,2m4f,5,83
3441,46,2m5f 110yds,E,83
3844,53,2m4f 110yds,5,83
4181,57,6f,5,83
348,4,5f 161yds,5,82
424,6,1m1f 209yds,6,82
464,6,6f 209yds,6,82
2438,33,2m1f,4,82
4220,58,1m4f,F,81
3932,54,2m,4,79
3007,39,3m 110yds,4,78
4097,56,2m,E,78
748,11,1m 14yds,5,77
2418,32,2m5f,4,77
2708,35,2m,4,77
2874,37,2m3f,4,77
3528,47,2m4f 110yds,4,77
317,4,1m 5yds,5,76
1406,19,2m6f 110yds,4,76
1984,27,2m,6,76
2889,37,2m6f,4,76
3079,41,1m 4yds,5,76
4128,57,1m2f 7yds,5,76
412,5,7f 100yds,5,75
621,9,1m3f 214yds,6,75
4193,58,1m 100yds,F,75
663,9,5f,6,74
1582,21,6f 5yds,5,74
2089,29,1m1f 218yds,5,74
3499,47,1m6f,6,74
3582,47,6f,F,74
3835,53,2m,E,74
4479,61,7f 3yds,5,74
2344,30,7f,F,73
4141,57,1m3f 135yds,5,73
4226,58,1m4f 50yds,4,73
4277,58,5f 216yds,4,73
434,6,1m3f 196yds,6,72
3457,47,1m,4,72
3509,47,2m,5,72
3599,48,2m 110yds,3,72
4319,59,2m4f,5,72
463,6,6f 209yds,5,71
798,11,2m4f,4,71
2198,30,1m2f,4,71
2257,30,2m,6,71
2342,30,7f,D,71
516,7,2m1f,4,70
1768,23,2m1f,4,70
2343,30,7f,E,70
3706,50,2m,4,70
4307,59,2m,E,70
263,3,2m4f,4,69
774,11,2m 110yds,4,69
4151,57,1m 67yds,4,69
4209,58,1m1f 103yds,7,69
4214,58,1m1f 79yds,F,69
1573,21,5f 4yds,6,68
2207,30,1m2f,F,68
3783,51,7f,5,68
4270,58,5f 20yds,4,68
367,5,1m1f 207yds,5,67
531,7,2m4f,4,67
678,9,7f,6,67
1961,27,1m3f,6,67
3463,47,1m,E,67
1809,24,2m 110yds,5,66
2732,35,2m4f,4,66
3419,46,2m1f,5,66
1844,25,2m 110yds,E,65
1967,27,1m4f,5,65
1983,27,2m,5,65
2205,30,1m2f,D,65
2443,33,2m1f 110yds,4,65
3792,52,2m,5,65
4291,58,7f,F,65
1187,15,5f,6,64
1781,23,2m3f 110yds,E,64
2124,29,2m,4,64
2256,30,2m,5,64
2325,30,6f,F,64
2456,33,2m3f,4,64
2875,37,2m3f,5,64
3141,42,1m2f,5,64
166,2,2m,4,63
3595,47,7f,F,63
4264,58,5f,F,63
620,9,1m3f 214yds,5,62
1387,19,2m2f 110yds,E,62
2206,30,1m2f,E,62
1523,21,1m1f 36yds,5,61
1583,21,6f 5yds,6,61
1785,23,2m4f,4,61
1858,25,2m5f 110yds,4,61
2238,30,1m5f,5,61
3178,42,6f,6,61
3580,47,6f,D,61
292,4,1m2f 46yds,6,60
596,8,2m1f 110yds,5,60
4211,58,1m1f 79yds,D,60
4300,58,7f 32yds,7,60
4322,59,2m4f,E,60
4436,61,1m 3yds,6,60
445,6,5f 213yds,6,59
648,9,2m3f,4,59
2024,27,5f,5,59
2173,30,1m,3,59
3043,40,2m5f,E,59
1,1,1m,1,58
455,6,5f 59yds,6,58
951,13,2m7f 110yds,4,58
2180,30,1m,D,58
2223,30,1m4f,4,58
1966,27,1m4f,4,57
2676,35,1m2f 32yds,5,57
3575,47,6f,4,57
4039,55,2m 110yds,4,57
4202,58,1m 141yds,7,57
4470,61,6f 3yds,5,57
809,11,3m,4,56
1407,19,2m6f 110yds,5,56
1934,27,1m,7,56
3492,47,1m4f,F,56
3529,47,2m4f 110yds,5,56
4046,55,2m4f,4,56
4471,61,6f 3yds,6,56
1161,15,2m4f,4,55
2533,34,1m2f 6yds,5,55
3188,42,7f,5,55
3299,44,6f,5,55
3460,47,1m,7,55
3498,47,1m6f,5,55
3515,47,2m,F,55
3545,47,3m 110yds,4,55
3603,48,2m 110yds,D,55
4435,61,1m 3yds,5,55
291,4,1m2f 46yds,5,54
595,8,2m1f 110yds,4,54
2181,30,1m,E,54
3021,40,2m,E,54
3588,47,7f,4,54
3775,51,6f,5,54
3849,53,2m4f 110yds,E,54
4127,57,1m2f 7yds,4,54
4335,59,3m,4,54
1812,24,2m 110yds,E,53
1869,25,3m2f,4,53
4285,58,6f,F,53
1640,22,1m3f 200yds,5,52
1769,23,2m1f,5,52
1885,26,2m 110yds,E,52
1960,27,1m3f,5,52
2460,33,2m3f 110yds,4,52
2865,37,2m1f,5,52
4191,58,1m 100yds,D,52
252,3,2m1f,E,51
1145,15,2m,4,51
1198,15,7f 30yds,5,51
1259,17,2m,4,51
1383,19,2m2f 110yds,5,51
1821,24,2m4f 110yds,E,51
2037,27,6f,7,51
2144,29,5f 218yds,5,51
2576,34,2m 110yds,3,51
3803,52,2m3f 110yds,4,51
3868,53,3m,5,51
3965,54,2m5f,4,51
4115,56,2m6f,E,51
4416,61,1m2f 21yds,6,51
238,2,7f 50yds,5,50
606,8,2m6f,4,50
1771,23,2m1f,E,50
2780,35,7f,5,50
2890,37,2m6f,5,50
3581,47,6f,E,50
3613,48,2m3f,4,50
3742,51,1m,5,50
4284,58,6f,E,50
4392,60,6f,4,50
401,5,5f,6,49
423,6,1m1f 209yds,5,49
2001,27,2m5f,4,49
2229,30,1m4f,D,49
2406,32,2m,E,49
3656,49,2m1f,E,49
3804,52,2m3f 110yds,5,49
4091,56,2m,3,49
4180,57,6f,4,49
17,1,1m4f,1,48
1185,15,5f,4,48
1199,15,7f 30yds,6,48
1260,17,2m,5,48
1627,22,1m 30yds,5,48
2196,30,1m2f,2,48
2894,37,2m6f,E,48
2964,38,5f 13yds,5,48
4252,58,2m 46yds,F,48
225,2,6f,5,47
433,6,1m3f 196yds,5,47
834,11,7f 16yds,5,47
1896,26,2m2f,4,47
2047,27,7f,7,47
2255,30,2m,4,47
2299,30,5f,4,47
2868,37,2m1f,D,47
3210,43,1m1f 170yds,4,47
3309,44,6f 212yds,5,47
3510,47,2m,6,47
3591,47,7f,7,47
3628,48,2m6f 110yds,4,47
4034,55,2m,E,47
4156,57,1m 67yds,D,47
677,9,7f,5,46
911,13,2m1f,E,46
1317,18,2m1f 110yds,4,46
2334,30,7f,3,46
2425,32,3m,4,46
2475,33,2m5f,4,46
3430,46,2m4f,5,46
3795,52,2m,E,46
4218,58,1m4f,D,46
4328,59,2m7f,4,46
339,4,5f 11yds,6,45
454,6,5f 59yds,5,45
1409,19,2m6f 110yds,E,45
1514,20,7f,4,45
1559,21,1m 65yds,5,45
1959,27,1m3f,4,45
2322,30,6f,D,45
2422,32,2m5f,E,45
2448,33,2m1f 110yds,E,45
3546,47,3m 110yds,5,45
3562,47,5f,4,45
3578,47,6f,7,45
3724,50,3m,4,45
4056,55,2m4f 110yds,D,45
4212,58,1m1f 79yds,E,45
4347,60,1m,5,45
4534,62,1m4f,4,45
349,4,5f 161yds,6,44
368,5,1m1f 207yds,6,44
775,11,2m 110yds,5,44
981,14,1m2f 60yds,4,44
1291,18,1m1f 149yds,5,44
1981,27,2m,3,44
2097,29,1m3f 183yds,5,44
2197,30,1m2f,3,44
2401,32,2m,3,44
2869,37,2m1f,E,44
2923,38,1m2f 50yds,6,44
3156,42,1m6f 19yds,6,44
3177,42,6f,5,44
3514,47,2m,E,44
3858,53,2m6f 110yds,4,44
4192,58,1m 100yds,E,44
4280,58,5f 216yds,7,44
4290,58,7f,E,44
473,6,7f 214yds,5,43
1012,14,2m 110yds,4,43
1572,21,5f 4yds,5,43
1911,26,2m6f 110yds,E,43
2132,29,2m4f 110yds,4,43
3022,40,2m,F,43
3678,49,3m 110yds,4,43
3809,52,2m5f,4,43
4194,58,1m 100yds,G,43
4232,58,1m5f 194yds,4,43
29,1,2m,2,42
98,1,7f,2,42
757,11,1m2f 36yds,5,42
768,11,1m4f 23yds,6,42
1151,15,2m,E,42
1818,24,2m4f 110yds,5,42
2333,30,7f,2,42
3266,44,1m1f 198yds,5,42
3631,48,2m6f 110yds,D,42
4221,58,1m4f,G,42
347,4,5f 161yds,4,41
519,7,2m1f,E,41
649,9,2m3f,5,41
668,9,5f 212yds,5,41
808,11,3m,3,41
1144,15,2m,3,41
1445,20,1m1f 192yds,1,41
1947,27,1m2f,4,41
2161,29,7f 9yds,4,41
2182,30,1m,F,41
2315,30,6f,3,41
3114,41,6f,5,41
4080,55,3m1f,4,41
4247,58,2m 119yds,5,41
444,6,5f 213yds,5,40
676,9,7f,4,40
1186,15,5f,5,40
1528,21,1m1f 36yds,E,40
1740,22,6f,4,40
1827,24,3m,4,40
1979,27,2m,1,40
2162,29,7f 9yds,5,40
2195,30,1m2f,1,40
2893,37,2m6f,D,40
2995,39,2m4f 110yds,3,40
3069,41,1m4f 8yds,5,40
3105,41,5f,5,40
3331,45,1m2f 7yds,1,40
3334,45,1m2f 7yds,4,40
3479,47,1m3f,F,40
3594,47,7f,E,40
4040,55,2m 110yds,5,40
4329,59,2m7f,5,40
4357,60,1m2f,5,40
4480,61,7f 3yds,6,40
239,2,7f 50yds,6,39
270,3,2m4f 110yds,4,39
970,14,1m,4,39
1096,15,1m,6,39
1906,26,2m6f 110yds,3,39
2208,30,1m2f,G,39
2464,33,2m3f 110yds,D,39
2484,33,2m6f,4,39
2677,35,1m2f 32yds,6,39
2714,35,2m,E,39
2997,39,2m4f 110yds,5,39
3221,43,1m4f 10yds,5,39
4018,54,7f 26yds,5,39
4246,58,2m 119yds,4,39
4296,58,7f 32yds,3,39
584,7,7f 200yds,4,38
640,9,2m,4,38
926,13,2m3f,D,38
1622,22,1m2f 95yds,5,38
2239,30,1m5f,6,38
2417,32,2m5f,3,38
2787,36,1m,1,38
2870,37,2m1f,F,38
2915,38,1m1f 213yds,E,38
2954,38,1m 75yds,5,38
3237,43,5f,5,38
3318,45,1m 14yds,4,38
3569,47,5f,F,38
3651,49,2m1f,3,38
3714,50,2m4f,4,38
3898,54,1m2f 188yds,6,38
4445,61,1m6f 17yds,5,38
4587,62,6f,2,38
266,3,2m4f,E,37
356,5,1m 100yds,4,37
357,5,1m 100yds,5,37
429,6,1m1f 209yds,F,37
437,6,1m3f 196yds,E,37
669,9,5f 212yds,6,37
993,14,1m4f,5,37
2230,30,1m4f,E,37
2757,35,5f,6,37
2873,37,2m3f,3,37
3112,41,6f,3,37
3168,42,5f,5,37
3490,47,1m4f,D,37
3565,47,5f,7,37
3765,51,5f,4,37
4096,56,2m,D,37
4198,58,1m 141yds,3,37
4273,58,5f 20yds,7,37
110,2,1m,6,36
358,5,1m 100yds,6,36
641,9,2m,5,36
844,12,1m2f 75yds,4,36
992,14,1m4f,4,36
1281,17,2m7f 110yds,4,36
1839,25,2m 110yds,5,36
1849,25,2m4f 110yds,3,36
2214,30,1m3f 106yds,5,36
2306,30,5f,E,36
2447,33,2m1f 110yds,D,36
2965,38,5f 13yds,6,36
3465,47,1m,G,36
3596,47,7f,G,36
3752,51,1m4f,5,36
4028,55,2m,4,36
4133,57,1m2f 7yds,D,36
4289,58,7f,D,36
4355,60,1m2f,3,36
4391,60,6f,3,36
4510,62,1m2f 88yds,1,36
18,1,1m4f,2,35
366,5,1m1f 207yds,4,35
585,7,7f 200yds,5,35
655,9,3m1f 110yds,4,35
688,10,2m 110yds,1,35
707,10,2m4f 110yds,2,35
799,11,2m4f,5,35
803,11,2m4f,D,35
946,13,2m6f 110yds,E,35
1264,17,2m,G,35
1399,19,2m4f,E,35
1423,20,1m,1,35
1930,27,1m,3,35
2025,27,5f,6,35
2172,30,1m,2,35
2378,31,2m4f,1,35
2769,35,6f,6,35
3063,41,1m2f 6yds,E,35
3423,46,2m1f,G,35
3437,46,2m5f 110yds,4,35
3583,47,6f,G,35
3655,49,2m1f,D,35
4229,58,1m4f 50yds,7,35
4415,61,1m2f 21yds,5,35
4427,61,1m3f 101yds,6,35
484,7,1m1f 61yds,5,34
534,7,2m4f,E,34
767,11,1m4f 23yds,5,34
835,11,7f 16yds,6,34
1271,17,2m4f,5,34
1349,18,5f,5,34
2026,27,5f,7,34
2088,29,1m1f 218yds,4,34
2222,30,1m4f,3,34
2314,30,6f,2,34
2323,30,6f,E,34
2922,38,1m2f 50yds,5,34
2990,39,2m 110yds,D,34
3000,39,2m4f 110yds,E,34
3244,43,6f,3,34
3342,45,1m6f,4,34
3480,47,1m3f,G,34
3665,49,2m3f 110yds,3,34
3679,49,3m 110yds,5,34
4105,56,2m5f,4,34
4336,59,3m,5,34
28,1,2m,1,33
257,3,2m1f 110yds,4,33
300,4,1m3f 144yds,5,33
749,11,1m 14yds,6,33
1083,14,7f,4,33
1227,16,1m4f 10yds,4,33
1358,18,6f,5,33
1376,19,2m2f,4,33
1501,20,6f,2,33
1560,21,1m 65yds,6,33
1674,22,2m,D,33
1828,24,3m,5,33
1950,27,1m2f,7,33
2543,34,1m3f 5yds,5,33
2991,39,2m 110yds,E,33
3048,40,3m1f 110yds,5,33
3397,45,5f 6yds,4,33
4362,60,1m4f,1,33
30,1,2m,3,32
372,5,1m1f 207yds,E,32
382,5,1m4f 16yds,6,32
398,5,5f,3,32
635,9,1m7f 177yds,6,32
725,10,3m,2,32
828,11,6f 16yds,6,32
1084,14,7f,5,32
1270,17,2m4f,4,32
1320,18,2m1f 110yds,E,32
1369,18,7f,5,32
1403,19,2m6f,4,32
1439,20,1m1f,5,32
1980,27,2m,2,32
2092,29,1m1f 218yds,D,32
2861,37,2m 110yds,4,32
2999,39,2m4f 110yds,D,32
3123,42,1m,4,32
3355,45,2m 110yds,4,32
3462,47,1m,D,32
3609,48,2m1f 110yds,4,32
4205,58,1m1f 103yds,3,32
4292,58,7f,G,32
2,1,1m,2,31
181,2,2m4f,4,31
215,2,5f,6,31
804,11,2m4f,E,31
927,13,2m3f,E,31
2023,27,5f,4,31
2123,29,2m,3,31
2532,34,1m2f 6yds,4,31
2796,36,1m1f,1,31
3011,39,3m 110yds,E,31
3214,43,1m2f,D,31
3604,48,2m 110yds,E,31
3670,49,2m3f 110yds,E,31
4017,54,7f 26yds,4,31
4038,55,2m 110yds,3,31
4283,58,6f,D,31
526,7,2m3f 110yds,4,30
574,7,6f 192yds,5,30
607,8,2m6f,5,30
758,11,1m2f 36yds,6,30
1033,14,2m3f 110yds,4,30
1146,15,2m,5,30
1359,18,6f,6,30
1426,20,1m,4,30
1512,20,7f,2,30
1587,21,6f 5yds,E,30
1593,22,1m,5,30
2351,30,7f 140yds,6,30
2548,34,1m4f 5yds,1,30
2695,35,1m4f 93yds,6,30
2810,36,1m4f,1,30
3053,40,3m2f,4,30
3782,51,7f,4,30
3839,53,2m4f,4,30
3882,54,1m 22yds,5,30
3975,54,3m1f,4,30
4027,55,2m,3,30
4051,55,2m4f 110yds,3,30
4157,57,1m 67yds,E,30
4340,59,3m,E,30
4346,60,1m,4,30
4511,62,1m2f 88yds,2,30
132,2,1m2f,5,29
148,2,1m5f 13yds,5,29
180,2,2m4f,3,29
275,3,3m,3,29
276,3,3m,4,29
417,5,7f 100yds,E,29
467,6,6f 209yds,E,29
634,9,1m7f 177yds,5,29
714,10,2m5f,3,29
1072,14,6f,3,29
1074,14,6f,5,29
1106,15,1m1f,5,29
1219,16,1m2f 18yds,5,29
1300,18,1m4f,5,29
1511,20,7f,1,29
1531,21,1m3f 16yds,6,29
1663,22,1m6f,D,29
1786,23,2m4f,5,29
2000,27,2m5f,3,29
2221,30,1m4f,2,29
2260,30,2m,E,29
2265,30,2m 110yds,4,29
2601,34,2m5f,3,29
2737,35,2m4f,E,29
2747,35,3m,5,29
2812,36,1m4f,3,29
3142,42,1m2f,6,29
3438,46,2m5f 110yds,5,29
3629,48,2m6f 110yds,5,29
3848,53,2m4f 110yds,D,29
4197,58,1m 141yds,2,29
4358,60,1m2f,C,29
4434,61,1m 3yds,4,29
4483,61,7f 3yds,D,29
301,4,1m3f 144yds,6,28
438,6,1m3f 196yds,F,28
568,7,5f 193yds,6,28
1003,14,1m6f 132yds,4,28
1147,15,2m,6,28
1400,19,2m4f,F,28
1502,20,6f,3,28
1503,20,6f,4,28
1530,21,1m3f 16yds,5,28
1625,22,1m 30yds,3,28
1963,27,1m4f,1,28
2305,30,5f,D,28
2424,32,3m,3,28
2492,33,2m6f 110yds,3,28
2493,33,2m6f 110yds,4,28
2552,34,1m4f 5yds,5,28
2577,34,2m 110yds,4,28
2733,35,2m4f,5,28
2901,37,3m3f,4,28
2974,38,6f 15yds,6,28
3255,44,1m,5,28
3289,44,1m6f 21yds,5,28
3491,47,1m4f,E,28
3751,51,1m4f,4,28
4033,55,2m,D,28
4140,57,1m3f 135yds,4,28
4186,57,6f,D,28
4263,58,5f,E,28
4341,59,3m,F,28
4463,61,5f 43yds,6,28
109,2,1m,5,27
124,2,1m1f 20yds,6,27
309,4,1m5f 22yds,5,27
371,5,1m1f 207yds,D,27
712,10,2m5f,1,27
810,11,3m,5,27
925,13,2m3f,5,27
990,14,1m4f,2,27
1135,15,1m6f,5,27
1160,15,2m4f,3,27
1252,16,7f,4,27
1604,22,1m2f 120yds,5,27
1800,23,3m2f,E,27
1837,25,2m 110yds,3,27
1854,25,2m4f 110yds,D,27
2228,30,1m4f,C,27
2381,31,2m4f,4,27
2390,31,3m 110yds,1,27
2450,33,2m1f 110yds,G,27
2465,33,2m3f 110yds,E,27
2789,36,1m,3,27
2800,36,1m2f,1,27
2973,38,6f 15yds,5,27
2986,39,2m 110yds,3,27
3040,40,2m5f,5,27
3199,43,1m,5,27
3354,45,2m 110yds,3,27
3503,47,1m6f,F,27
3561,47,5f,3,27
3713,50,2m4f,3,27
4109,56,2m6f,3,27
4171,57,5f 10yds,5,27
4225,58,1m4f 50yds,3,27
4275,58,5f 216yds,2,27
4276,58,5f 216yds,3,27
4323,59,2m4f,F,27
4383,60,5f,3,27
4398,60,7f,2,27
4532,62,1m4f,2,27
72,1,3m,3,26
108,2,1m,4,26
131,2,1m2f,4,26
246,3,2m1f,3,26
310,4,1m5f 22yds,6,26
381,5,1m4f 16yds,5,26
628,9,1m5f 175yds,6,26
667,9,5f 212yds,4,26
778,11,2m 110yds,D,26
793,11,2m 49yds,6,26
821,11,5f 16yds,6,26
982,14,1m2f 60yds,5,26
985,14,1m2f 60yds,C,26
1197,15,7f 30yds,4,26
1217,16,1m2f 18yds,3,26
1669,22,2m,3,26
1741,22,6f,5,26
1798,23,3m2f,5,26
1845,25,2m 110yds,F,26
1873,25,3m2f,E,26
2131,29,2m4f 110yds,3,26
2380,31,2m4f,3,26
2408,32,2m,G,26
2675,35,1m2f 32yds,4,26
2687,35,1m 3yds,5,26
2768,35,6f,5,26
2840,36,6f,1,26
3209,43,1m1f 170yds,3,26
3352,45,2m 110yds,1,26
3413,46,2m 110yds,4,26
3475,47,1m3f,7,26
3593,47,7f,D,26
3601,48,2m 110yds,5,26
3741,51,1m,4,26
4052,55,2m4f 110yds,4,26
4101,56,2m4f,4,26
4238,58,1m6f 166yds,F,26
5,1,1m,A,25
89,1,6f,1,25
248,3,2m1f,5,25
264,3,2m4f,5,25
283,3,3m 110yds,3,25
478,6,7f 214yds,E,25
598,8,2m1f 110yds,E,25
662,9,5f,5,25
724,10,3m,1,25
943,13,2m6f 110yds,4,25
1077,14,6f,D,25
1082,14,7f,3,25
1095,15,1m,5,25
1134,15,1m6f,4,25
1162,15,2m4f,5,25
1410,19,2m6f 110yds,F,25
1773,23,2m1f,G,25
1889,26,2m1f,4,25
2272,30,2m3f 110yds,4,25
2403,32,2m,5,25
2410,32,2m4f,4,25
2452,33,2m2f,4,25
2688,35,1m 3yds,6,25
2724,35,2m 19yds,5,25
2911,38,1m1f 213yds,5,25
3359,45,2m 110yds,D,25
3485,47,1m4f,4,25
3744,51,1m,C,25
3920,54,1m6f 213yds,5,25
4061,55,2m6f,4,25
4309,59,2m,G,25
4462,61,5f 43yds,5,25
4478,61,7f 3yds,4,25
4512,62,1m2f 88yds,3,25
4586,62,6f,1,25
82,1,5f,2,24
136,2,1m2f,D,24
226,2,6f,6,24
251,3,2m1f,D,24
331,4,2m1f 34yds,6,24
405,5,5f,D,24
567,7,5f 193yds,5,24
690,10,2m 110yds,3,24
706,10,2m4f 110yds,1,24
797,11,2m4f,3,24
854,12,1m4f 66yds,4,24
874,12,5f 16yds,4,24
910,13,2m1f,D,24
980,14,1m2f 60yds,3,24
1060,14,5f,4,24
1107,15,1m1f,6,24
1253,16,7f,5,24
1262,17,2m,E,24
1301,18,1m4f,6,24
1504,20,6f,5,24
1660,22,1m6f,4,24
1729,22,5f,2,24
2108,29,1m 60yds,5,24
2439,33,2m1f,5,24
2694,35,1m4f 93yds,5,24
2841,36,6f,2,24
2932,38,1m 54yds,E,24
3211,43,1m1f 170yds,5,24
3315,45,1m 14yds,1,24
3335,45,1m2f 7yds,5,24
3448,46,3m3f 110yds,4,24
3451,46,3m3f 110yds,E,24
3636,48,2m7f,4,24
3669,49,2m3f 110yds,D,24
3766,51,5f,5,24
3834,53,2m,D,24
4317,59,2m4f,3,24
4364,60,1m4f,3,24
4365,60,1m4f,4,24
237,2,7f 50yds,4,23
586,7,7f 200yds,6,23
779,11,2m 110yds,E,23
827,11,6f 16yds,5,23
968,14,1m,2,23
997,14,1m4f,D,23
1018,14,2m 110yds,E,23
1123,15,1m4f 100yds,5,23
1183,15,5f,2,23
1228,16,1m4f 10yds,5,23
1335,18,2m6f 110yds,E,23
1563,21,1m 65yds,E,23
1731,22,5f,4,23
1830,24,3m,F,23
1895,26,2m2f,3,23
2128,29,2m,E,23
2201,30,1m2f,7,23
2797,36,1m1f,2,23
2927,38,1m 54yds,5,23
2988,39,2m 110yds,5,23
3272,44,1m4f,4,23
3316,45,1m 14yds,2,23
3434,46,2m5f,E,23
3442,46,2m5f 110yds,F,23
3443,46,2m5f 110yds,G,23
3478,47,1m3f,E,23
3488,47,1m4f,7,23
3574,47,6f,3,23
3653,49,2m1f,5,23
3667,49,2m3f 110yds,5,23
3774,51,6f,4,23
3837,53,2m,G,23
4032,55,2m,C,23
4057,55,2m4f 110yds,E,23
4134,57,1m2f 7yds,E,23
4399,60,7f,3,23
4551,62,1m6f,1,23
9,1,1m2f,1,22
165,2,2m,3,22
224,2,6f,4,22
443,6,5f 213yds,4,22
477,6,7f 214yds,D,22
651,9,2m3f,E,22
691,10,2m 110yds,A,22
898,12,7f 2yds,3,22
906,13,2m1f,3,22
1081,14,7f,2,22
1333,18,2m6f 110yds,4,22
1457,20,1m4f,1,22
1667,22,2m,1,22
1690,22,2m4f,4,22
1739,22,6f,3,22
1774,23,2m3f,4,22
1782,23,2m3f 110yds,F,22
1884,26,2m 110yds,D,22
1928,27,1m,1,22
1969,27,1m4f,7,22
2135,29,2m4f 110yds,D,22
2231,30,1m4f,F,22
2392,31,3m 110yds,3,22
2781,35,7f,6,22
2921,38,1m2f 50yds,4,22
3057,41,1m2f 6yds,3,22
3124,42,1m,5,22
3132,42,1m1f,5,22
3155,42,1m6f 19yds,5,22
3246,43,6f,5,22
3319,45,1m 14yds,5,22
3398,45,5f 6yds,5,22
3836,53,2m,F,22
3842,53,2m4f 110yds,3,22
3938,54,2m,E,22
3971,54,2m5f,E,22
4001,54,6f,5,22
4146,57,1m3f 135yds,E,22
4170,57,5f 10yds,4,22
4262,58,5f,D,22
21,1,1m4f,A,21
48,1,2m3f 110yds,3,21
146,2,1m5f 13yds,3,21
202,2,3m 110yds,4,21
222,2,6f,2,21
352,4,5f 161yds,E,21
406,5,5f,E,21
458,6,5f 59yds,E,21
468,6,6f 209yds,F,21
864,12,1m7f 195yds,4,21
1124,15,1m4f 100yds,6,21
1377,19,2m2f,5,21
1386,19,2m2f 110yds,D,21
1571,21,5f 4yds,4,21
1577,21,5f 4yds,F,21
1738,22,6f,2,21
1870,25,3m2f,5,21
1910,26,2m6f 110yds,D,21
2033,27,6f,3,21
2148,29,5f 218yds,E,21
2152,29,5f 2yds,5,21
2204,30,1m2f,C,21
2297,30,5f,2,21
2307,30,5f,F,21
2405,32,2m,D,21
2709,35,2m,5,21
2778,35,7f,3,21
2811,36,1m4f,2,21
3020,40,2m,D,21
3034,40,2m4f,4,21
3197,43,1m,3,21
3317,45,1m 14yds,3,21
3345,45,1m6f,D,21
3568,47,5f,E,21
3632,48,2m6f 110yds,E,21
3740,51,1m,3,21
3769,51,5f,D,21
4079,55,3m1f,3,21
4093,56,2m,5,21
4182,57,6f,6,21
4215,58,1m1f 79yds,G,21
4219,58,1m4f,E,21
4269,58,5f 20yds,3,21
4286,58,6f,G,21
4345,60,1m,3,21
4394,60,6f,C,21
4469,61,6f 3yds,4,21
182,2,2m4f,5,20
316,4,1m 5yds,4,20
360,5,1m 100yds,D,20
399,5,5f,4,20
518,7,2m1f,D,20
613,8,3m2f,4,20
624,9,1m3f 214yds,F,20
666,9,5f,F,20
888,12,7f 122yds,2,20
908,13,2m1f,5,20
938,13,2m5f 110yds,4,20
1073,14,6f,4,20
1176,15,3m 110yds,4,20
1205,16,1m 114yds,1,20
1208,16,1m 114yds,4,20
1216,16,1m2f 18yds,2,20
1296,18,1m1f 149yds,E,20
